Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status
30962896,Hyundai Ioniq 5,NMC,72.6,62,721,14.3,0.22,1.28,Moderate,0.0372,93.53,Healthy
e57e2aec,Tesla Model 3,NMC,75.0,39,558,18.9,0.09,0.73,Conservative,0.0302,96.33,Healthy
72691d1b,BYD Atto 3,LFP,60.0,57,613,26.6,0.33,1.23,Moderate,0.0274,96.57,Healthy
9c49eeb4,Wuling Air EV,LFP,26.0,3,37,32.0,0.91,1.74,Conservative,0.0211,100.0,Healthy
f7f916e0,Ford Mustang Mach-E,NMC,88.0,22,94,21.0,0.03,1.78,Conservative,0.0231,99.07,Healthy
2ca570e0,Hyundai Ioniq 5,NMC,72.6,60,342,19.9,0.75,0.77,Moderate,0.031,96.3,Healthy
07c7dc46,BYD Atto 3,LFP,60.0,66,970,17.0,0.65,1.25,Conservative,0.0333,93.86,Healthy
761345b6,Ford Mustang Mach-E,NMC,88.0,21,99,30.1,0.84,0.64,Moderate,0.0211,98.91,Healthy
e0adc28f,Wuling Air EV,LFP,26.0,74,540,39.1,0.94,2.11,Moderate,0.0314,93.86,Healthy
e3f06be8,BYD Atto 3,LFP,60.0,52,280,9.2,0.41,2.2,Moderate,0.0233,98.53,Healthy
5ebdd34f,Wuling Air EV,LFP,26.0,71,929,30.8,0.39,1.39,Moderate,0.0321,94.17,Healthy
4becbb1a,BYD Atto 3,LFP,60.0,93,991,24.1,0.55,1.03,Aggressive,0.0341,92.38,Healthy
a81fb789,Hyundai Ioniq 5,NMC,72.6,11,48,17.5,0.26,2.38,Conservative,0.0236,99.26,Healthy
70317f28,Hyundai Ioniq 5,NMC,72.6,95,845,28.4,0.73,1.65,Moderate,0.0473,91.08,Healthy
062b59f3,Wuling Air EV,LFP,26.0,71,820,18.0,0.21,1.19,Conservative,0.0293,95.37,Healthy
35aa619f,Wuling Air EV,LFP,26.0,62,897,32.7,0.48,0.87,Moderate,0.0304,94.69,Healthy
47105cbb,Tesla Model 3,NMC,75.0,74,655,25.9,0.61,0.7,Moderate,0.0422,93.0,Healthy
003dd4ca,Hyundai Ioniq 5,NMC,72.6,52,643,24.3,0.47,2.3,Conservative,0.0366,94.85,Healthy
809945f2,BYD Atto 3,LFP,60.0,33,338,28.7,0.78,1.87,Moderate,0.025,97.35,Healthy
6235d234,Wuling Air EV,LFP,26.0,63,563,21.2,0.66,0.77,Conservative,0.0276,96.54,Healthy
29717542,Wuling Air EV,LFP,26.0,46,206,20.6,0.93,2.17,Moderate,0.0217,98.69,Healthy
74f76086,Tesla Model 3,NMC,75.0,63,906,15.4,0.35,2.46,Moderate,0.0467,91.24,Healthy
f119be64,Hyundai Ioniq 5,NMC,72.6,13,171,26.4,0.68,1.12,Aggressive,0.0311,96.3,Healthy
b2db6f48,BYD Atto 3,LFP,60.0,29,408,29.0,0.12,1.75,Moderate,0.0235,97.77,Healthy
7be1a8d0,BYD Atto 3,LFP,60.0,41,265,16.3,0.5,2.36,Moderate,0.0227,98.3,Healthy
4143ac02,Tesla Model 3,NMC,75.0,12,101,30.9,0.62,1.56,Aggressive,0.0247,98.31,Healthy
c9285351,Wuling Air EV,LFP,26.0,50,303,22.1,0.1,1.61,Aggressive,0.0261,97.62,Healthy
1a7c807f,Tesla Model 3,NMC,75.0,15,116,33.2,0.37,2.05,Aggressive,0.0247,98.75,Healthy
a673f285,Ford Mustang Mach-E,NMC,88.0,10,64,36.8,0.67,1.37,Moderate,0.0238,99.24,Healthy
7642eefd,Hyundai Ioniq 5,NMC,72.6,25,154,29.0,0.62,2.48,Aggressive,0.025,98.43,Healthy
7cd912fd,Hyundai Ioniq 5,NMC,72.6,25,207,28.8,0.87,1.43,Conservative,0.0276,97.5,Healthy
12f3e285,Ford Mustang Mach-E,NMC,88.0,82,375,29.6,0.73,1.23,Aggressive,0.0366,94.62,Healthy
b2351f4c,BYD Atto 3,LFP,60.0,51,516,12.7,0.43,2.32,Moderate,0.0239,97.37,Healthy
c5354461,Wuling Air EV,LFP,26.0,89,413,28.7,0.35,1.59,Moderate,0.0269,97.47,Healthy
e48265ac,Wuling Air EV,LFP,26.0,73,1056,23.9,0.43,0.69,Moderate,0.0316,93.85,Healthy
743d1f6d,Wuling Air EV,LFP,26.0,96,455,26.6,0.13,1.7,Aggressive,0.0255,97.33,Healthy
b67207ab,BYD Atto 3,LFP,60.0,78,1081,30.2,0.93,0.96,Aggressive,0.0385,90.75,Healthy
a9f8fb96,Tesla Model 3,NMC,75.0,22,296,18.3,0.27,2.2,Moderate,0.0304,97.04,Healthy
c14fa199,Wuling Air EV,LFP,26.0,8,36,33.9,0.92,0.55,Moderate,0.0202,99.94,Healthy
022c9331,Wuling Air EV,LFP,26.0,81,1107,18.6,0.46,2.25,Moderate,0.0334,93.03,Healthy
b0c7937a,Tesla Model 3,NMC,75.0,48,194,8.8,0.6,1.07,Moderate,0.0254,97.81,Healthy
221b921c,Hyundai Ioniq 5,NMC,72.6,58,508,18.1,0.8,2.13,Moderate,0.0355,94.26,Healthy
bd2e276a,Ford Mustang Mach-E,NMC,88.0,56,254,35.5,0.05,1.36,Moderate,0.0278,97.24,Healthy
9fca8b75,Hyundai Ioniq 5,NMC,72.6,26,168,16.4,0.29,0.85,Moderate,0.0246,98.43,Healthy
4cfa54a0,Tesla Model 3,NMC,75.0,94,554,21.9,0.91,0.56,Aggressive,0.0428,92.26,Healthy
57103a90,Ford Mustang Mach-E,NMC,88.0,88,443,20.3,0.61,1.16,Moderate,0.0319,96.12,Healthy
d5ad6889,Hyundai Ioniq 5,NMC,72.6,61,507,31.6,0.87,1.13,Moderate,0.0381,93.92,Healthy
2a11a89c,Ford Mustang Mach-E,NMC,88.0,57,697,23.9,0.02,1.08,Aggressive,0.0408,93.52,Healthy
cf3c80d4,Wuling Air EV,LFP,26.0,21,97,14.4,0.61,0.79,Conservative,0.0219,99.03,Healthy
fab8d823,BYD Atto 3,LFP,60.0,30,308,29.4,0.07,2.1,Moderate,0.0237,98.51,Healthy
341d1dc6,Hyundai Ioniq 5,NMC,72.6,64,716,36.4,0.92,2.17,Moderate,0.0553,88.95,Healthy
3de27a0f,Tesla Model 3,NMC,75.0,83,1220,23.5,0.85,2.33,Conservative,0.0566,87.75,Healthy
14df9cf7,BYD Atto 3,LFP,60.0,9,87,35.3,0.19,0.95,Moderate,0.0193,99.78,Healthy
33b1356e,Wuling Air EV,LFP,26.0,91,826,33.1,0.66,1.04,Moderate,0.0334,93.54,Healthy
444911c0,Wuling Air EV,LFP,26.0,32,175,24.6,0.62,2.28,Moderate,0.0193,99.77,Healthy
19343fd5,Hyundai Ioniq 5,NMC,72.6,3,32,24.5,0.78,1.1,Moderate,0.0208,99.8,Healthy
ee9ade21,Wuling Air EV,LFP,26.0,84,1066,34.1,0.65,2.17,Moderate,0.0362,91.79,Healthy
da255a0d,Hyundai Ioniq 5,NMC,72.6,51,444,23.8,0.42,2.0,Moderate,0.0332,95.19,Healthy
086aec8e,Tesla Model 3,NMC,75.0,7,48,18.4,0.49,2.17,Conservative,0.0243,99.05,Healthy
d165a25a,Wuling Air EV,LFP,26.0,58,441,16.6,0.7,0.82,Conservative,0.0275,96.17,Healthy
659bcd9c,Hyundai Ioniq 5,NMC,72.6,61,494,13.0,0.94,0.56,Conservative,0.0352,95.06,Healthy
74b41c08,BYD Atto 3,LFP,60.0,54,436,18.5,0.71,1.09,Conservative,0.026,97.54,Healthy
5da5e64f,Tesla Model 3,NMC,75.0,13,158,28.1,0.01,0.96,Conservative,0.0228,99.02,Healthy
dea7428b,Wuling Air EV,LFP,26.0,67,666,30.5,0.33,2.35,Aggressive,0.029,95.18,Healthy
57acfbe1,Ford Mustang Mach-E,NMC,88.0,22,171,36.9,0.13,2.21,Moderate,0.0255,97.83,Healthy
35b861f2,Tesla Model 3,NMC,75.0,23,190,22.8,0.2,2.33,Aggressive,0.0302,97.25,Healthy
03bf47b9,Hyundai Ioniq 5,NMC,72.6,23,288,17.8,0.44,1.83,Conservative,0.0287,96.89,Healthy
8e96f0fe,Tesla Model 3,NMC,75.0,23,177,15.0,0.46,2.18,Moderate,0.0252,98.06,Healthy
72cfc2e6,Tesla Model 3,NMC,75.0,64,564,10.3,0.28,1.42,Moderate,0.0368,95.01,Healthy
8e6790f4,Ford Mustang Mach-E,NMC,88.0,89,948,34.3,0.6,1.27,Moderate,0.0546,88.27,Healthy
691bc351,Tesla Model 3,NMC,75.0,57,654,28.7,0.53,2.18,Conservative,0.0357,94.12,Healthy
cf4ac13f,Ford Mustang Mach-E,NMC,88.0,9,57,24.7,0.51,1.5,Moderate,0.0234,98.72,Healthy
85499735,Wuling Air EV,LFP,26.0,52,439,17.4,0.84,1.27,Conservative,0.0263,96.59,Healthy
06ef31e8,Hyundai Ioniq 5,NMC,72.6,93,449,30.7,0.64,2.13,Aggressive,0.0358,94.77,Healthy
19e0438f,BYD Atto 3,LFP,60.0,21,249,23.4,0.57,1.35,Conservative,0.0214,98.91,Healthy
4e33b606,BYD Atto 3,LFP,60.0,3,42,25.9,0.96,1.24,Moderate,0.021,100.0,Healthy
75572818,Ford Mustang Mach-E,NMC,88.0,30,176,31.8,0.98,1.28,Moderate,0.029,97.17,Healthy
72a45e80,Hyundai Ioniq 5,NMC,72.6,68,1010,36.7,0.7,1.41,Conservative,0.0558,88.21,Healthy
b7c40b91,Hyundai Ioniq 5,NMC,72.6,72,712,19.6,0.89,2.48,Moderate,0.045,92.06,Healthy
50048ba7,Ford Mustang Mach-E,NMC,88.0,21,118,22.1,0.99,2.06,Conservative,0.0245,98.47,Healthy
beb9873a,Ford Mustang Mach-E,NMC,88.0,47,302,28.4,0.49,1.54,Moderate,0.0294,97.15,Healthy
dbfe63b9,Wuling Air EV,LFP,26.0,95,1315,16.0,0.96,0.91,Conservative,0.0368,91.87,Healthy
6859cfb6,Ford Mustang Mach-E,NMC,88.0,23,216,34.1,0.04,1.97,Moderate,0.0261,98.14,Healthy
359e58a9,Tesla Model 3,NMC,75.0,73,402,22.3,0.55,1.8,Moderate,0.0343,95.41,Healthy
a02be7df,Hyundai Ioniq 5,NMC,72.6,4,54,25.8,0.92,0.82,Moderate,0.0251,98.91,Healthy
45d65760,Wuling Air EV,LFP,26.0,4,36,26.3,0.23,2.1,Moderate,0.0226,99.41,Healthy
a052eeb4,Tesla Model 3,NMC,75.0,58,506,19.8,0.58,2.0,Moderate,0.0323,95.38,Healthy
4decdd9f,Wuling Air EV,LFP,26.0,57,490,24.9,0.41,2.38,Moderate,0.0246,96.77,Healthy
18d5e5e1,Tesla Model 3,NMC,75.0,74,407,36.1,0.88,1.21,Moderate,0.0367,94.08,Healthy
866779e1,Wuling Air EV,LFP,26.0,72,857,22.3,0.26,0.94,Moderate,0.0289,95.26,Healthy
6433f128,Tesla Model 3,NMC,75.0,28,248,7.1,0.75,2.34,Moderate,0.0296,96.72,Healthy
b30b38af,BYD Atto 3,LFP,60.0,38,210,23.2,0.25,1.52,Conservative,0.0222,98.69,Healthy
6e846901,BYD Atto 3,LFP,60.0,76,817,17.7,0.76,1.04,Aggressive,0.0346,93.12,Healthy
d6205209,Wuling Air EV,LFP,26.0,40,495,24.3,0.74,0.71,Moderate,0.0255,97.19,Healthy
e2183694,BYD Atto 3,LFP,60.0,63,429,21.7,0.51,1.01,Moderate,0.0235,98.51,Healthy
29634b71,Wuling Air EV,LFP,26.0,87,809,12.5,0.6,2.09,Aggressive,0.0347,92.52,Healthy
0a07741a,Ford Mustang Mach-E,NMC,88.0,12,72,28.6,0.06,1.35,Conservative,0.0197,100.0,Healthy
28a3ccc3,Tesla Model 3,NMC,75.0,23,325,28.7,0.07,1.25,Moderate,0.03,97.27,Healthy
417b6850,BYD Atto 3,LFP,60.0,82,985,34.0,0.26,1.82,Moderate,0.0367,92.61,Healthy
3a404c6a,Ford Mustang Mach-E,NMC,88.0,46,566,12.6,0.71,0.79,Aggressive,0.0447,91.77,Healthy
93ea60a2,BYD Atto 3,LFP,60.0,9,66,25.2,0.75,1.88,Aggressive,0.0186,99.77,Healthy
a6e572a6,Hyundai Ioniq 5,NMC,72.6,74,948,22.0,0.79,2.34,Moderate,0.053,89.18,Healthy
5bbeb1d4,Hyundai Ioniq 5,NMC,72.6,2,8,32.8,0.04,1.88,Aggressive,0.0203,99.97,Healthy
0112da95,Tesla Model 3,NMC,75.0,29,125,29.7,0.37,0.99,Aggressive,0.0251,98.2,Healthy
9dec695d,Hyundai Ioniq 5,NMC,72.6,56,530,27.2,0.47,2.26,Moderate,0.0339,94.9,Healthy
40616bd7,Hyundai Ioniq 5,NMC,72.6,96,1051,22.8,0.89,0.88,Moderate,0.0598,87.03,Healthy
c171b9bf,Tesla Model 3,NMC,75.0,37,177,36.2,0.56,1.97,Aggressive,0.0279,97.04,Healthy
e72cd1af,Ford Mustang Mach-E,NMC,88.0,83,333,17.3,0.59,1.63,Moderate,0.0304,96.02,Healthy
9009136c,Tesla Model 3,NMC,75.0,42,258,23.3,0.53,1.05,Conservative,0.0278,97.6,Healthy
495e63ac,Tesla Model 3,NMC,75.0,2,9,21.8,0.08,1.74,Conservative,0.0207,100.0,Healthy
d1d47870,Tesla Model 3,NMC,75.0,88,376,29.2,0.66,2.4,Conservative,0.0313,96.46,Healthy
906d3b0c,Ford Mustang Mach-E,NMC,88.0,63,672,20.2,0.24,0.55,Moderate,0.037,94.36,Healthy
a98793e0,BYD Atto 3,LFP,60.0,62,681,27.1,0.02,1.09,Conservative,0.0254,96.85,Healthy
330ca93a,BYD Atto 3,LFP,60.0,52,477,16.7,0.45,1.02,Conservative,0.0244,98.09,Healthy
109872ae,Hyundai Ioniq 5,NMC,72.6,75,761,30.5,0.73,1.88,Moderate,0.0459,91.57,Healthy
5d5a59fa,Wuling Air EV,LFP,26.0,64,589,37.2,0.2,1.05,Aggressive,0.0297,94.85,Healthy
bb3fff56,Ford Mustang Mach-E,NMC,88.0,38,504,39.6,0.63,1.27,Conservative,0.0406,93.13,Healthy
8b4b0895,Wuling Air EV,LFP,26.0,3,17,23.1,0.92,1.27,Aggressive,0.0197,100.0,Healthy
d4e5f463,BYD Atto 3,LFP,60.0,92,1359,27.2,0.47,0.66,Aggressive,0.0379,90.21,Healthy
102a5ed5,Tesla Model 3,NMC,75.0,30,156,23.7,0.14,0.79,Conservative,0.0223,98.74,Healthy
ae33d527,Tesla Model 3,NMC,75.0,5,64,18.9,0.85,1.31,Moderate,0.0219,99.19,Healthy
b3487feb,Hyundai Ioniq 5,NMC,72.6,33,336,11.1,0.88,0.99,Conservative,0.0288,96.37,Healthy
c0f70b93,BYD Atto 3,LFP,60.0,11,52,33.4,0.28,0.97,Conservative,0.0183,100.0,Healthy
21bf3ee5,Hyundai Ioniq 5,NMC,72.6,3,31,19.8,0.38,2.05,Moderate,0.0242,98.71,Healthy
f0335df9,Hyundai Ioniq 5,NMC,72.6,51,440,38.2,0.61,0.77,Moderate,0.0383,93.88,Healthy
1e20493e,Wuling Air EV,LFP,26.0,80,1061,42.7,0.66,1.98,Moderate,0.0426,89.0,Healthy
e9e545c1,Tesla Model 3,NMC,75.0,41,511,26.8,0.38,1.95,Conservative,0.0307,95.67,Healthy
852b6c5c,Wuling Air EV,LFP,26.0,56,567,26.5,0.52,1.53,Moderate,0.0266,96.55,Healthy
31f6aa78,Ford Mustang Mach-E,NMC,88.0,73,852,13.2,0.71,1.31,Moderate,0.0449,91.65,Healthy
9a07d1b9,Ford Mustang Mach-E,NMC,88.0,84,1241,35.1,0.3,0.59,Aggressive,0.07,83.74,Healthy
88c75671,BYD Atto 3,LFP,60.0,43,351,22.9,0.95,1.24,Conservative,0.026,97.2,Healthy
812f85be,Ford Mustang Mach-E,NMC,88.0,18,170,23.2,0.56,2.26,Moderate,0.02,99.57,Healthy
a707278c,Tesla Model 3,NMC,75.0,46,289,33.2,0.28,1.4,Moderate,0.03,97.06,Healthy
0f7adb34,Wuling Air EV,LFP,26.0,58,597,37.5,0.54,1.0,Moderate,0.0308,94.89,Healthy
267e675a,Ford Mustang Mach-E,NMC,88.0,95,502,28.3,0.45,0.95,Moderate,0.0354,95.19,Healthy
6abcb849,BYD Atto 3,LFP,60.0,26,276,24.7,0.44,1.98,Moderate,0.0259,97.79,Healthy
55b8e185,Tesla Model 3,NMC,75.0,79,994,29.2,0.74,1.33,Moderate,0.0511,89.12,Healthy
ee724d7f,Hyundai Ioniq 5,NMC,72.6,15,110,23.6,0.22,1.81,Aggressive,0.028,98.2,Healthy
70484f43,Wuling Air EV,LFP,26.0,3,16,27.1,0.79,0.93,Conservative,0.0215,99.52,Healthy
336135dd,Tesla Model 3,NMC,75.0,12,148,19.6,0.35,0.62,Moderate,0.0232,98.99,Healthy
08913185,Hyundai Ioniq 5,NMC,72.6,76,777,29.7,0.85,0.66,Conservative,0.0448,91.71,Healthy
4f335a30,Hyundai Ioniq 5,NMC,72.6,51,645,33.8,0.36,2.08,Moderate,0.0422,92.77,Healthy
6d3d6225,Tesla Model 3,NMC,75.0,21,178,18.4,0.19,1.88,Conservative,0.0235,98.34,Healthy
f98517c3,BYD Atto 3,LFP,60.0,36,451,27.7,0.31,0.98,Conservative,0.0249,97.47,Healthy
fda1e08f,Wuling Air EV,LFP,26.0,39,446,20.4,0.01,1.06,Aggressive,0.0249,96.57,Healthy
cabbc6ac,Tesla Model 3,NMC,75.0,74,680,28.8,0.48,1.49,Moderate,0.0416,93.38,Healthy
1e1c2794,Wuling Air EV,LFP,26.0,10,45,32.5,0.91,1.88,Aggressive,0.0213,99.47,Healthy
bc094297,BYD Atto 3,LFP,60.0,89,1057,20.0,0.93,2.22,Moderate,0.0332,92.52,Healthy
d250b49a,Hyundai Ioniq 5,NMC,72.6,5,72,27.6,0.96,2.39,Moderate,0.021,99.91,Healthy
3e3a90b3,BYD Atto 3,LFP,60.0,76,1055,22.6,0.97,1.75,Moderate,0.0358,92.36,Healthy
4d6454d9,BYD Atto 3,LFP,60.0,62,904,26.3,0.98,2.0,Aggressive,0.0381,91.63,Healthy
54e2ff53,BYD Atto 3,LFP,60.0,60,819,10.1,0.28,2.17,Conservative,0.0258,96.63,Healthy
a9414779,Ford Mustang Mach-E,NMC,88.0,79,435,30.1,0.29,1.65,Moderate,0.0331,95.22,Healthy
d50d63b6,Hyundai Ioniq 5,NMC,72.6,70,1005,34.5,0.0,0.85,Moderate,0.0499,89.95,Healthy
00a78e6e,Ford Mustang Mach-E,NMC,88.0,26,314,21.8,0.18,1.81,Moderate,0.0262,97.7,Healthy
f6b522fe,BYD Atto 3,LFP,60.0,94,1048,24.4,0.64,1.8,Aggressive,0.0396,90.82,Healthy
537b79e5,Tesla Model 3,NMC,75.0,37,554,28.2,0.91,1.91,Moderate,0.0398,93.37,Healthy
cbce203a,Hyundai Ioniq 5,NMC,72.6,46,444,25.8,0.02,0.88,Conservative,0.0302,96.97,Healthy
ca34a618,Hyundai Ioniq 5,NMC,72.6,51,541,21.9,0.83,2.08,Aggressive,0.0414,92.79,Healthy
480c55a6,BYD Atto 3,LFP,60.0,21,255,23.1,0.11,1.79,Aggressive,0.0246,98.31,Healthy
f1adbe67,Ford Mustang Mach-E,NMC,88.0,6,52,22.0,0.52,2.47,Aggressive,0.0207,99.84,Healthy
75059609,Tesla Model 3,NMC,75.0,87,954,34.8,0.75,2.39,Aggressive,0.0667,84.1,Healthy
c5f4113b,Hyundai Ioniq 5,NMC,72.6,69,678,23.9,0.95,1.77,Conservative,0.043,92.65,Healthy
8a15b9dd,Hyundai Ioniq 5,NMC,72.6,91,798,26.8,0.25,0.57,Aggressive,0.0443,91.27,Healthy
795b2920,Ford Mustang Mach-E,NMC,88.0,34,257,21.2,0.24,2.38,Moderate,0.0258,97.96,Healthy
daf095d9,Wuling Air EV,LFP,26.0,63,772,25.0,0.33,1.0,Conservative,0.0246,97.48,Healthy
b9821c7b,BYD Atto 3,LFP,60.0,47,304,27.6,0.3,1.96,Conservative,0.0237,98.15,Healthy
7a6c06b9,BYD Atto 3,LFP,60.0,90,1053,22.2,0.12,2.46,Conservative,0.0281,95.64,Healthy
f242dde7,Tesla Model 3,NMC,75.0,5,69,24.1,0.15,1.2,Conservative,0.0211,99.66,Healthy
ab5e2646,Ford Mustang Mach-E,NMC,88.0,26,177,24.5,0.49,2.01,Aggressive,0.0255,98.27,Healthy
64e1ed85,Hyundai Ioniq 5,NMC,72.6,15,112,32.0,0.32,2.47,Moderate,0.0254,98.64,Healthy
c50f193f,Hyundai Ioniq 5,NMC,72.6,65,691,35.0,0.25,1.86,Conservative,0.042,92.85,Healthy
58be18c7,Ford Mustang Mach-E,NMC,88.0,83,946,18.5,0.45,1.41,Conservative,0.0429,92.36,Healthy
db665510,Wuling Air EV,LFP,26.0,23,133,23.0,0.7,2.15,Conservative,0.0193,99.93,Healthy
9aad1e81,Tesla Model 3,NMC,75.0,69,1015,28.8,0.69,2.31,Aggressive,0.0616,85.93,Healthy
f9307b52,Ford Mustang Mach-E,NMC,88.0,45,281,29.0,0.99,1.34,Moderate,0.0304,96.25,Healthy
34885bcd,Ford Mustang Mach-E,NMC,88.0,93,1199,27.8,0.81,1.45,Moderate,0.0619,86.09,Healthy
0d34a3f6,BYD Atto 3,LFP,60.0,4,51,16.7,0.35,1.05,Conservative,0.0203,99.24,Healthy
0dd745c8,Tesla Model 3,NMC,75.0,7,76,33.9,0.1,2.35,Aggressive,0.0198,99.42,Healthy
97a44593,Tesla Model 3,NMC,75.0,14,188,17.4,0.04,0.6,Moderate,0.0296,97.27,Healthy
fc9abfd7,Ford Mustang Mach-E,NMC,88.0,94,986,34.2,0.55,1.88,Conservative,0.0506,89.64,Healthy
683821fc,BYD Atto 3,LFP,60.0,21,119,29.5,0.61,2.15,Aggressive,0.0211,99.41,Healthy
fdbd9e82,Wuling Air EV,LFP,26.0,42,183,34.6,0.52,2.01,Conservative,0.0235,98.77,Healthy
1caa38f7,BYD Atto 3,LFP,60.0,22,250,16.6,0.93,0.62,Moderate,0.0204,98.28,Healthy
16d8e768,Hyundai Ioniq 5,NMC,72.6,62,787,18.3,0.47,1.13,Moderate,0.0462,91.62,Healthy
03c69ead,Ford Mustang Mach-E,NMC,88.0,83,1239,19.2,0.63,0.54,Moderate,0.062,86.5,Healthy
fd35e64c,Tesla Model 3,NMC,75.0,49,258,26.6,0.8,0.57,Moderate,0.0314,96.98,Healthy
faab9db2,Wuling Air EV,LFP,26.0,39,202,22.8,0.76,2.21,Moderate,0.021,99.05,Healthy
3bfb4341,Tesla Model 3,NMC,75.0,47,607,32.5,0.44,1.44,Moderate,0.0377,93.84,Healthy
7ae43893,Ford Mustang Mach-E,NMC,88.0,8,117,28.4,0.51,1.11,Moderate,0.024,99.08,Healthy
0e385b13,BYD Atto 3,LFP,60.0,27,267,21.9,0.06,1.36,Aggressive,0.025,98.16,Healthy
9c0ddea3,BYD Atto 3,LFP,60.0,78,918,27.1,0.27,2.37,Conservative,0.0297,95.52,Healthy
f1b2bf34,Tesla Model 3,NMC,75.0,90,481,22.0,0.7,1.47,Moderate,0.0364,94.6,Healthy
2eb9c0f3,BYD Atto 3,LFP,60.0,39,420,27.7,0.85,0.74,Moderate,0.027,96.72,Healthy
9053d7c5,Tesla Model 3,NMC,75.0,51,746,31.4,0.39,0.87,Moderate,0.0446,91.82,Healthy
7d25dc49,Wuling Air EV,LFP,26.0,31,275,30.6,0.37,1.94,Aggressive,0.0226,98.51,Healthy
8afe8d3a,Ford Mustang Mach-E,NMC,88.0,54,741,24.4,0.95,1.07,Conservative,0.0404,92.44,Healthy
a8a1108b,Hyundai Ioniq 5,NMC,72.6,49,489,14.1,0.67,0.91,Aggressive,0.0385,94.03,Healthy
9fef06e0,BYD Atto 3,LFP,60.0,73,1020,23.7,0.44,0.87,Moderate,0.0339,93.44,Healthy
00bc3eb6,BYD Atto 3,LFP,60.0,83,435,22.3,0.27,0.92,Moderate,0.0241,97.88,Healthy
a8f6ac0c,Ford Mustang Mach-E,NMC,88.0,86,879,22.7,0.33,1.27,Moderate,0.0435,91.84,Healthy
f2834012,Tesla Model 3,NMC,75.0,16,70,28.8,0.94,1.29,Aggressive,0.0238,98.44,Healthy
60d0d06d,Ford Mustang Mach-E,NMC,88.0,34,365,27.5,0.51,2.02,Aggressive,0.036,94.62,Healthy
5d7fdff0,Tesla Model 3,NMC,75.0,83,972,24.4,0.38,0.94,Aggressive,0.0568,88.02,Healthy
f096a4c5,Hyundai Ioniq 5,NMC,72.6,74,977,32.2,0.85,0.97,Aggressive,0.0663,84.35,Healthy
46b6f38c,Tesla Model 3,NMC,75.0,24,102,22.4,0.99,0.66,Moderate,0.0253,98.44,Healthy
1c3d713a,Ford Mustang Mach-E,NMC,88.0,74,869,19.2,0.3,0.83,Moderate,0.0411,92.31,Healthy
859780c3,Wuling Air EV,LFP,26.0,10,128,31.4,0.28,1.66,Moderate,0.0214,99.53,Healthy
1ad5bb84,BYD Atto 3,LFP,60.0,79,1125,30.3,0.82,0.6,Moderate,0.0356,91.72,Healthy
03d4d114,Wuling Air EV,LFP,26.0,71,598,19.0,0.65,1.48,Moderate,0.0271,96.44,Healthy
e2e573ff,BYD Atto 3,LFP,60.0,44,348,26.6,0.36,1.05,Aggressive,0.0252,97.71,Healthy
2573c8b6,Hyundai Ioniq 5,NMC,72.6,26,263,40.9,0.64,1.22,Conservative,0.0316,96.56,Healthy
1288d134,Wuling Air EV,LFP,26.0,4,23,18.6,0.47,0.76,Moderate,0.0198,100.0,Healthy
d0a5016f,Ford Mustang Mach-E,NMC,88.0,28,188,33.2,0.84,0.61,Moderate,0.0275,97.67,Healthy
6f13f61f,Ford Mustang Mach-E,NMC,88.0,20,205,34.9,0.07,0.82,Moderate,0.0258,97.95,Healthy
c2b378a4,Tesla Model 3,NMC,75.0,35,419,30.1,0.89,2.48,Conservative,0.0344,95.39,Healthy
77b40fd0,Tesla Model 3,NMC,75.0,3,28,35.8,0.08,1.43,Moderate,0.0182,100.0,Healthy
ab1c223f,Tesla Model 3,NMC,75.0,58,323,39.2,0.08,2.04,Moderate,0.0322,96.2,Healthy
160aaa3d,Hyundai Ioniq 5,NMC,72.6,5,37,31.6,0.13,1.29,Moderate,0.0211,99.9,Healthy
4a66b24c,Wuling Air EV,LFP,26.0,78,752,20.1,0.57,2.29,Conservative,0.0271,95.54,Healthy
2d17eec2,Tesla Model 3,NMC,75.0,61,758,38.5,0.96,2.19,Aggressive,0.0667,84.48,Healthy
3a157225,Hyundai Ioniq 5,NMC,72.6,88,670,24.0,0.32,1.98,Conservative,0.0388,94.23,Healthy
d98798e7,BYD Atto 3,LFP,60.0,5,54,27.6,0.36,1.35,Conservative,0.0224,99.41,Healthy
26105355,Hyundai Ioniq 5,NMC,72.6,39,353,28.4,0.66,1.18,Moderate,0.0284,97.47,Healthy
844d88f8,Hyundai Ioniq 5,NMC,72.6,89,402,19.6,0.07,0.79,Conservative,0.0277,97.27,Healthy
5511d626,Hyundai Ioniq 5,NMC,72.6,92,1117,26.2,0.82,1.59,Moderate,0.0571,87.76,Healthy
df216f74,BYD Atto 3,LFP,60.0,87,358,33.0,0.2,1.76,Moderate,0.0264,97.46,Healthy
0c0fa4c5,Tesla Model 3,NMC,75.0,65,315,35.7,0.04,1.61,Moderate,0.0277,97.54,Healthy
0623b74e,Wuling Air EV,LFP,26.0,49,345,38.5,0.23,1.52,Conservative,0.0232,97.76,Healthy
ca89f185,Wuling Air EV,LFP,26.0,47,365,3.5,0.16,1.16,Aggressive,0.0265,96.95,Healthy
